,municipio,codEstacao,uf,nomeEstacao,latitude,longitude,datahora,valorMedida,semana,hora,data
340945,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-05 13:10:00,0.0,1,13,2025-01-05
340946,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-05 14:10:00,0.0,1,14,2025-01-05
340947,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-05 15:10:00,0.0,1,15,2025-01-05
340948,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-05 16:10:00,0.0,1,16,2025-01-05
340949,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-05 17:10:00,0.0,1,17,2025-01-05
340950,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-05 18:10:00,0.0,1,18,2025-01-05
340951,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-05 19:10:00,0.0,1,19,2025-01-05
340952,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-05 20:10:00,0.0,1,20,2025-01-05
340953,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-05 21:10:00,0.0,1,21,2025-01-05
340954,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-05 22:10:00,0.0,1,22,2025-01-05
340955,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-05 23:10:00,0.0,1,23,2025-01-05
340956,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-06 00:10:00,0.0,2,0,2025-01-06
340957,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-06 01:10:00,0.0,2,1,2025-01-06
340958,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-06 02:10:00,0.0,2,2,2025-01-06
340959,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-06 03:10:00,0.0,2,3,2025-01-06
340960,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-06 04:10:00,0.0,2,4,2025-01-06
340961,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-06 05:10:00,0.0,2,5,2025-01-06
340962,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-06 06:10:00,0.0,2,6,2025-01-06
340963,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-06 07:10:00,0.0,2,7,2025-01-06
340964,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-06 08:10:00,0.0,2,8,2025-01-06
340965,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-06 09:10:00,0.0,2,9,2025-01-06
340966,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-06 10:10:00,0.0,2,10,2025-01-06
340967,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-06 11:10:00,0.0,2,11,2025-01-06
340968,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-06 12:10:00,0.0,2,12,2025-01-06
340969,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-06 13:10:00,0.0,2,13,2025-01-06
340970,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-06 14:10:00,0.0,2,14,2025-01-06
340971,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-06 15:10:00,0.0,2,15,2025-01-06
340972,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-06 16:10:00,0.0,2,16,2025-01-06
340973,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-06 17:10:00,0.0,2,17,2025-01-06
340974,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-06 18:10:00,0.0,2,18,2025-01-06
340975,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-06 19:10:00,0.0,2,19,2025-01-06
340976,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-06 20:10:00,0.0,2,20,2025-01-06
340977,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-06 21:10:00,0.0,2,21,2025-01-06
340978,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-06 22:10:00,0.0,2,22,2025-01-06
340979,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-06 23:10:00,0.0,2,23,2025-01-06
340980,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-07 00:10:00,0.0,2,0,2025-01-07
340981,SÃO PAULO,355030811A,SP,AC Santana,"-23,50248","-46,628836",2025-01-07 01:10:00,0.0,2,1,2025-01-07
